,cnLibCat,ecoCat
1845,TN919.2,电信
1846,"[F62, TP393.01, TN9.5.04]",电信
1847,TN913.332,电信
1848,TN915.02,电信
1849,"[TN915, F626.5]",电信
1850,TN919.72,电信
1851,F626,电信
1852,TN915.02,电信
1853,TN915.07,电信
1854,F626.12,电信
1855,TN915.5,电信
1856,TN915.6,电信
1857,TN915.85,电信
1858,"[F626.3, TP317.1]",电信
1859,TN915.04,电信
1860,"[TN915.14, TP393.03]",电信
1861,TN914.53,电信
1862,TN915.07,电信
1863,TN915.07,电信
1864,TN915.85,电信
1865,TN915,电信
1866,TN915.6,电信
1867,"[F6213, TP393.07]",电信
1868,TN915.02,电信
1869,TN919.2,电信
1870,TN919.72,电信
1871,F626.3,电信
1872,F626.3,电信
1873,"[F623, TP393, TN915]",电信
1874,TN918.91,电信
1875,"[TP393.11, TP393.06]",电信
1876,TN915.04,电信
1877,"[TN915.14, TN915.06]",电信
1878,F626.3,电信
1879,TN919.72,电信
1880,TN919.72,电信
1881,F626.3,电信
1882,"[TN915, F626.5]",电信
1883,TN915.02,电信
1884,F626,电信
1885,TN915.02,电信
1886,F626.12,电信
1887,TN919.72,电信
1888,"[F62, TP393.01, TN9.5.04]",电信
1889,"[TN915.14, TP393.03]",电信
1890,TN915.5,电信
1891,TN915.6,电信
1892,"[TN929.53, TP393.03, TN915]",电信
1893,F621,电信
1894,"[TN914, F626.21]",电信
1895,"[TN915.2, TN915.07]",电信
1896,TN918.8,电信
1897,"[TN919.2, TN919.6]",电信
1898,"[TN915.07, TN919.3]",电信
1899,"[TP37, TP393]",电信
1900,TN915.07,电信
1901,TN914.53,电信
1902,TN916.2,电信
1903,TN915.07,电信
1904,"[TN915.04, TN915.08]",电信
1905,TN915.08,电信
1906,TN929.532,电信
1907,TN915.07,电信
1908,"[TP393, TP37, TN915.04]",电信
1909,TN915.07,电信
1910,TN919.2,电信
1911,TN915.06,电信
1912,TN915.07,电信
1913,"[TD76, TP319]","[公共软件服务, 电信]"
1914,TN915.07,"[电信, 公共软件服务]"
1915,TN916.2,"[电信, 通信设备制造]"
1916,"[TP311.56, TN929.5]","[公共软件服务, 电信]"
1917,TN929.5,"[公共软件服务, 电信]"
1918,TN911.7,"[电信, 公共软件服务]"
1919,TN912.34,"[公共软件服务, 电信]"
1920,TP315,"[公共软件服务, 电信]"
1921,TP311.56,"[公共软件服务, 电信]"
1922,"[TM727, TM615]","[电信, 土木工程建筑]"
1923,TN929.5,"[电信, 工程技术与规划管理]"
1924,TN915.06,"[公共软件服务, 电信]"
1925,"[TN929.5, T-652.4]","[电信, 通信设备制造]"
1926,"[TN915.07, TN915.08]","[公共软件服务, 电信]"
1927,"[TN919.85, TN949.198]","[电信, 通信设备制造]"
1928,TN915.1,"[电信, 通信设备制造]"
1929,TN916.2,"[电信, 公共软件服务]"
1930,TN872,"[公共软件服务, 电信]"
1931,TP319,"[公共软件服务, 电信]"
1932,"[F426.63, F626]","[通信设备制造, 电信]"
1933,"[TN949.292, TP319]","[公共软件服务, 电信]"
1934,TN915.6,"[电信, 公共软件服务]"
1935,TN929.5,"[工程和技术研究与试验发展, 电信]"
1936,TN925.93,"[公共软件服务, 电信]"
1937,TN915.11,"[通信设备制造, 电信]"
1938,"[TN915.6, TN929.5]","[电信, 公共软件服务]"
1939,TN929.11,"[电信, 通信设备制造]"
1940,TN916.2,"[电信, 公共软件服务]"
1941,TN915.06,"[电信, 公共软件服务]"
1942,"[P315.9, TN919.6]","[电信, 地震服务]"
1943,"[TP391.41, P208]","[公共软件服务, 电信]"
1944,P208,"[电信, 公共软件服务]"
1945,"[TP393.4, TP393.06]","[公共软件服务, 电信]"
1946,TP277,"[公共软件服务, 电信]"
1947,"[TP391.4, TN929.5]","[公共软件服务, 电信]"
1948,TN929.5,"[公共软件服务, 电信]"
1949,"[TN915.07, TN919.3]","[工程和技术研究与试验发展, 电信]"
1950,TN915,"[公共软件服务, 电信]"
1951,"[TN929.11, TN915]","[通信设备制造, 电信]"
1952,TP841,"[工程和技术研究与试验发展, 电信]"
1953,TP319,"[公共软件服务, 电信]"
1954,TN915.06,"[电信, 技术检测]"
1955,TN-652.4,"[电信, 通信设备制造]"
1956,TN919.72,"[通信设备制造, 电信]"
1957,TN919.5,"[公共软件服务, 电信]"
1958,TN915.08,"[公共软件服务, 电信]"
1959,TP929.5,"[电信, 通信设备制造]"
1960,TN916.2,"[电信, 公共软件服务]"
1961,TN-652.4,"[电信, 通信设备制造]"
1962,TN915-65,"[电信, 公共软件服务]"
1963,TN929.5,"[工程和技术研究与试验发展, 电信]"
1964,"[TN915, G434]","[公共软件服务, 电信]"
1965,TN919.85,"[通信设备制造, 电信]"
1966,TN929.5,"[电信, 公共软件服务]"
1967,TN929.5,"[公共软件服务, 电信]"
1968,TP182,"[公共软件服务, 电信]"
1969,TN929.5,"[工程和技术研究与试验发展, 电信]"
1970,TN929.5,"[电信, 公共软件服务]"
1971,"[TP399, P208, TN929.5]","[电信, 公共软件服务]"
1972,TN919.72,"[工程和技术研究与试验发展, 电信]"
1973,TN915,"[公共软件服务, 电信]"
1974,TN925.93,"[工程和技术研究与试验发展, 电信]"
1975,F626.5,"[电信, 公共软件服务]"
1976,TN915.07,"[工程和技术研究与试验发展, 电信]"
1977,"[F626, TP319]","[电信, 公共软件服务]"
1978,TN925.93,"[电信, 通信设备制造]"
1979,TN919.72,"[通信设备制造, 电信]"
1980,TN916.3,"[电子器件制造, 电信]"
1981,TN915.6,"[电信, 通信设备制造]"
1982,"[TN915, G434]","[公共软件服务, 电信]"
1983,TN915-65,"[电信, 公共软件服务]"
1984,TN929.5,"[工程和技术研究与试验发展, 电信]"
1985,TN919.85,"[通信设备制造, 电信]"
1986,TN925.93,"[工程和技术研究与试验发展, 电信]"
1987,F626.5,"[电信, 公共软件服务]"
1988,TN929.5,"[电信, 公共软件服务]"
1989,TN929.5,"[公共软件服务, 电信]"
1990,TN929.5,"[电信, 公共软件服务]"
1991,TP182,"[公共软件服务, 电信]"
1992,TN915.07,"[工程和技术研究与试验发展, 电信]"
1993,"[TP399, P208, TN929.5]","[电信, 公共软件服务]"
1994,TN929.5,"[工程和技术研究与试验发展, 电信]"
1995,TN919.72,"[工程和技术研究与试验发展, 电信]"
1996,"[TP319, TP393.07]","[公共软件服务, 电信]"
1997,TN919.72,"[通信设备制造, 电信]"
1998,"[F626, TP319]","[电信, 公共软件服务]"
1999,TN925.93,"[电信, 通信设备制造]"
