,cnLibCat,ecoCat
10092,O157.5,自然科学研究与试验发展
10093,O186.1,自然科学研究与试验发展
10094,O441.4,自然科学研究与试验发展
10095,O627,自然科学研究与试验发展
10096,O572.243,自然科学研究与试验发展
10097,"[O552.1, O551.3]",自然科学研究和试验发展
10098,O211.4,自然科学研究与试验发展
10099,O159,自然科学研究与试验发展
10100,O564.6,自然科学研究与试验发展
10101,O232,工程和技术研究与试验发展
10102,O343,工程和技术研究与试验发展
10103,O19,自然科学研究与试验发展
10104,O359,自然科学研究与试验发展
10105,O18,自然科学研究与试验发展
10106,O186.16,自然科学研究与试验发展
10107,O572.2,"[工程和技术研究与试验发展, 医疗仪器设备及器械制造]"
10108,O441.2,自然科学研究与试验发展
10109,O415.5,自然科学研究与试验发展
10110,O151.21,自然科学研究与试验发展
10111,O571.6,自然科学研究与试验发展
10112,"[TQ132.2, O784]",专用化学产品制造
10113,O174,自然科学研究与试验发展
10114,O212,自然科学研究与试验发展
10115,O49,自然科学研究与试验发展
10116,O42,工程和技术研究与试验发展
10117,O782,电子和电工机械专用设备制造
10118,"[O492, O437]",自然科学研究和试验发展
10119,O437,"[铁路运输业, 工程和技术研究与试验发展]"
10120,"[TN201, O431.2]",工程和技术研究与试验发展
10121,O439,自然科学研究与试验发展
10122,"[O621.34, O643.32]",自然科学研究与试验发展
10123,O175.25,自然科学研究与试验发展
10124,"[O157.4, TN911.21]","[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10125,O157.6,工程和技术研究与试验发展
10126,O657.37,工程和技术研究与试验发展
10127,O177.6,"[工程和技术研究与试验发展, 通用仪器仪表制造]"
10128,"[O175.14, O175.8]",自然科学研究与试验发展
10129,O15,自然科学研究与试验发展
10130,O313,自然科学研究与试验发展
10131,O189,自然科学研究与试验发展
10132,O414.12,基础研究
10133,O484.1,自然科学研究与试验发展
10134,O488,自然科学研究与试验发展
10135,O461.25,自然科学研究与试验发展
10136,O641.2,工程和技术研究与试验发展
10137,O414.1,自然科学研究与试验发展
10138,"[O657.31, TH744.125]","[通用仪器仪表制造, 技术检测]"
10139,"[O231, TP13]",工程和技术研究与试验发展
10140,O156,自然科学研究与试验发展
10141,O175.2,自然科学研究与试验发展
10142,O157.5,自然科学研究与试验发展
10143,O15,自然科学研究与试验发展
10144,O212.1,自然科学研究与试验发展
10145,O231.2,自然科学研究与试验发展
10146,O643.36,自然科学研究与试验发展
10147,O441.3,工程和技术研究与试验发展
10148,O753.2,自然科学研究与试验发展
10149,O782,工程和技术研究与试验发展
10150,O564.6,"[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10151,"[O621.258, O641.3]",专用化学产品制造
10152,"[O734.1, TB342, TN244]",电子器件制造
10153,O175.29,自然科学研究与试验发展
10154,O186.1,自然科学研究与试验发展
10155,O572.2,自然科学研究与试验发展
10156,O177.6,自然科学研究与试验发展
10157,O175.2,自然科学研究与试验发展
10158,O156.1,自然科学研究与试验发展
10159,O32,工程和技术研究与试验发展
10160,O177,自然科学研究与试验发展
10161,O43,自然科学研究与试验发展
10162,O564.6,自然科学研究与试验发展
10163,O186.16,自然科学研究与试验发展
10164,O18,自然科学研究与试验发展
10165,"[TQ132.2, O784]",专用化学产品制造
10166,O415.5,自然科学研究与试验发展
10167,O232,工程和技术研究与试验发展
10168,O211.5,自然科学研究与试验发展
10169,O441.2,自然科学研究与试验发展
10170,O151.21,自然科学研究和试验发展
10171,O346.1,自然科学研究与试验发展
10172,O43,工程和技术研究与试验发展
10173,O231.2,自然科学研究与试验发展
10174,O641.4,自然科学研究与试验发展
10175,O177,自然科学研究与试验发展
10176,O461.21,"[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10177,O177.91,自然科学研究与试验发展
10178,O621.258,自然科学研究与试验发展
10179,O177.91,自然科学研究与试验发展
10180,O73,工程和技术研究与试验发展
10181,O641.3,自然科学研究与试验发展
10182,O322,工程和技术研究与试验发展
10183,O421,"[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10184,"[O632.6, O641.4]",自然科学研究与试验发展
10185,O643.2,自然科学研究与试验发展
10186,O657.37,工程和技术研究与试验发展
10187,"[O621.34, O643.32]",自然科学研究与试验发展
10188,"[O157.4, TN911.21]","[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10189,"[O492, O437]",自然科学研究和试验发展
10190,"[O175.14, O175.8]",自然科学研究与试验发展
10191,O437,"[铁路运输业, 工程和技术研究与试验发展]"
10192,O175.25,自然科学研究与试验发展
10193,O441.3,工程和技术研究与试验发展
10194,O156,自然科学研究与试验发展
10195,"[O231, TP13]",工程和技术研究与试验发展
10196,O157.6,工程和技术研究与试验发展
10197,O177.6,"[工程和技术研究与试验发展, 通用仪器仪表制造]"
10198,O15,自然科学研究与试验发展
10199,O782,工程和技术研究与试验发展
10200,"[O656, TS206.4]",技术检测
10201,O177.91,自然科学研究与试验发展
10202,O157.4,基础研究
10203,"[O572.2, O572.3]",自然科学研究与试验发展
10204,O629.4,自然科学研究与试验发展
10205,O346.1,自然科学研究与试验发展
10206,O49,自然科学研究与试验发展
10207,"[O157.5, N941]",自然科学研究与试验发展
10208,O175.14,自然科学研究与试验发展
10209,O174,"[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10210,"[O572.21, TL594]",自然科学研究与试验发展
10211,O62,自然科学研究与试验发展
10212,O175,自然科学研究与试验发展
10213,O564.5,自然科学研究与试验发展
10214,O631.3,自然科学研究与试验发展
10215,O175,自然科学研究与试验发展
10216,O159,工程和技术研究与试验发展
10217,O485,自然科学研究与试验发展
10218,O436,工程和技术研究与试验发展
10219,"[O351.2, TV131.2]","[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10220,O572.2,自然科学研究与试验发展
10221,O175.29,自然科学研究与试验发展
10222,O62,工程和技术研究与试验发展
10223,O564.6,"[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10224,O174,"[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10225,"[O572.21, TL594]",自然科学研究与试验发展
10226,O629.4,自然科学研究与试验发展
10227,"[O572.2, O572.3]",自然科学研究与试验发展
10228,O629.4,自然科学研究与试验发展
10229,O15,自然科学研究与试验发展
10230,"[O157.5, N941]",自然科学研究与试验发展
10231,O49,"[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10232,O221.4,"[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10233,O73,自然科学研究与试验发展
10234,O621.3,工程和技术研究与试验发展
10235,O156.4,自然科学研究与试验发展
10236,O631.12,自然科学研究与试验发展
10237,O413.1,自然科学研究与试验发展
10238,O241,工程和技术研究与试验发展
10239,O434.1,工程和技术研究与试验发展
10240,"[TB383, O49]","[工程和技术研究与试验发展, 专用化学产品制造]"
10241,O646,工程和技术研究与试验发展
10242,O157.4,工程和技术研究与试验发展
10243,O641.4,工程和技术研究与试验发展
10244,O142,工程和技术研究与试验发展
10245,O657.1,工程和技术研究与试验发展
10246,O157.5,自然科学研究与试验发展
10247,O413.1,自然科学研究与试验发展
10248,O211.64,自然科学研究与试验发展
10249,O174,自然科学研究与试验发展
10250,O151.21,自然科学研究与试验发展
10251,O641.4,工程和技术研究与试验发展
10252,"[O655, TP391.77]","[公共软件服务, 高等教育]"
10253,O313.4,"[工程和技术研究与试验发展, 公共软件服务]"
10254,"[TN301, O474]",工程和技术研究与试验发展
10255,O157.5,自然科学研究与试验发展
10256,O643.134,工程和技术研究与试验发展
10257,O157.4,工程和技术研究与试验发展
10258,O621.3,工程和技术研究与试验发展
10259,"[TB383, O49]","[工程和技术研究与试验发展, 专用化学产品制造]"
10260,O175,"[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10261,O157,自然科学研究与试验发展
10262,O572.33,自然科学研究与试验发展
10263,O641.4,工程和技术研究与试验发展
10264,O32,自然科学研究与试验发展
10265,O572.2,自然科学研究与试验发展
10266,O436,工程和技术研究与试验发展
10267,O231.3,工程和技术研究与试验发展
10268,O175.25,自然科学研究与试验发展
10269,O49,"[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10270,O73,自然科学研究与试验发展
10271,O631.12,自然科学研究与试验发展
10272,O49,"[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10273,O733.1,"[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10274,O156.4,自然科学研究与试验发展
10275,O426.5,工程和技术研究与试验发展
10276,O62,工程和技术研究与试验发展
10277,"[F830.9, O212.1]",社会人文科学研究与试验发展
10278,O572.2,工程和技术研究与试验发展
10279,O646,工程和技术研究与试验发展
10280,O613.41,工程和技术研究与试验发展
10281,O177.4,自然科学研究与试验发展
10282,O472.5,工程和技术研究与试验发展
10283,O49,自然科学研究与试验发展
10284,O152.8,自然科学研究与试验发展
10285,O441,"[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10286,O431.2,"[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10287,O157.4,自然科学研究与试验发展
10288,O316,自然科学研究与试验发展
10289,O241.6,自然科学研究与试验发展
10290,"[O482.5, TB341]",工程和技术研究与试验发展
10291,O482.532,工程和技术研究与试验发展
10292,O49,自然科学研究与试验发展
10293,O611.62,工程和技术研究与试验发展
10294,O157.5,自然科学研究与试验发展
10295,O142,工程和技术研究与试验发展
10296,O641.4,工程和技术研究与试验发展
10297,O157.5,自然科学研究与试验发展
10298,O657.1,工程和技术研究与试验发展
10299,O224,自然科学研究与试验发展
10300,"[TN301, O474]",工程和技术研究与试验发展
10301,"[O488, O359.1]",工程和技术研究与试验发展
10302,O175,自然科学研究与试验发展
10303,O175.29,自然科学研究与试验发展
10304,O571.421,"[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10305,O321,自然科学研究与试验发展
10306,O644.19,自然科学研究与试验发展
10307,O641.2,工程和技术研究与试验发展
10308,O174.52,自然科学研究与试验发展
10309,O621.3,"[工程和技术研究与试验发展, 专用化学产品制造]"
10310,O622.13,工程和技术研究与试验发展
10311,O433,工程和技术研究与试验发展
10312,O152.4,"[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10313,O175,自然科学研究与试验发展
10314,O621.34,"[工程和技术研究与试验发展, 专用化学产品制造]"
10315,O626,自然科学研究与试验发展
10316,O472.5,工程和技术研究与试验发展
10317,O221.2,自然科学研究与试验发展
10318,O731,工程和技术研究与试验发展
10319,O18,自然科学研究与试验发展
10320,O644.1,工程和技术研究与试验发展
10321,O361,工程和技术研究与试验发展
10322,O799,自然科学研究与试验发展
10323,O441,"[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10324,O316,自然科学研究与试验发展
10325,"[O492.1, O511]",工程和技术研究与试验发展
10326,O157.4,自然科学研究与试验发展
10327,O431.2,"[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10328,O241.6,自然科学研究与试验发展
10329,O462,自然科学研究与试验发展
10330,O157.5,自然科学研究与试验发展
10331,O49,自然科学研究与试验发展
10332,O49,自然科学研究与试验发展
10333,O414.2,自然科学研究与试验发展
10334,O152.8,自然科学研究与试验发展
10335,O175.27,自然科学研究与试验发展
10336,O174.56,自然科学研究与试验发展
10337,O641.4,"[工程和技术研究与试验发展, 专用化学产品制造]"
10338,"[F830.91, O122.6]",社会人文科学研究与试验发展
10339,O221.4,"[自然科学研究与试验发展, 工程和技术研究与试验发展]"
10340,O177.39,自然科学研究与试验发展
10341,O49,自然科学研究与试验发展
10342,"[O313.7, TH113.1]",工程和技术研究与试验发展
10343,O572.31,自然科学研究与试验发展
10344,"[TP319, O657.1]",公共软件服务
10345,O413.1,自然科学研究与试验发展
10346,O174,自然科学研究与试验发展
10347,O657.3,"[通用仪器仪表制造, 专用化学产品制造]"
10348,O236,工程和技术研究与试验发展
10349,O157.6,自然科学研究与试验发展
10350,O641.2,自然科学研究与试验发展
10351,O49,自然科学研究与试验发展
10352,O153.2,自然科学研究与试验发展
10353,O621.1,自然科学研究与试验发展
10354,O49,自然科学研究与试验发展
