,cnLibCat,ecoCat
5317,F530.31,社会人文科学研究与试验发展
5318,F832.21,公共软件服务
5319,F326.25,社会人文科学研究与试验发展
5320,F252,工程和技术研究与试验发展
5321,F623,社会人文科学研究与试验发展
5322,F301.2,测绘服务
5323,"[F327, F326.3]",社会人文科学研究与试验发展
5324,F301.2,"[其他房地产活动, 社会人文科学研究与试验发展]"
5325,F291,社会人文科学研究与试验发展
5326,F416.89,社会人文科学研究与试验发展
5327,F276.3,社会人文科学研究与试验发展
5328,F812.3,社会人文科学研究与试验发展
5329,"[G321.5, F746.17]",社会人文科学研究与试验发展
5330,F303.3,"[社会人文科学研究与试验发展, 科技中介服务]"
5331,"[F752.57, TL81]",技术检测
5332,F273,公共软件服务
5333,F275,社会人文科学研究与试验发展
5334,F542.3,社会人文科学研究与试验发展
5335,F253.9,工程和技术研究与试验发展
5336,F273.4,公共软件服务
5337,F812.3,社会人文科学研究与试验发展
5338,F253.9,公共软件服务
5339,"[G321.5, F746.17]",社会人文科学研究与试验发展
5340,F279.23,社会人文科学研究与试验发展
5341,F550.3,社会人文科学研究与试验发展
5342,F830.49,公共软件服务
5343,F253.9,工程和技术研究与试验发展
5344,F253.9,公共软件服务
5345,"[F303.2, F320.3]",社会人文科学研究与试验发展
5346,F127,社会人文科学研究与试验发展
5347,"[F276.3, F276.44]",社会人文科学研究与试验发展
5348,F049,"[工程和技术研究与试验发展, 社会人文科学研究与试验发展]"
5349,F27,社会人文科学研究与试验发展
5350,F239.1,"[咨询与调查, 社会人文科学研究与试验发展]"
5351,F127,社会人文科学研究与试验发展
5352,"[F327, F326.3]",社会人文科学研究与试验发展
5353,F230,社会人文科学研究与试验发展
5354,"[F271, F279.27]",社会人文科学研究与试验发展
5355,F241.4,社会人文科学研究与试验发展
5356,F276.44,社会人文科学研究与试验发展
5357,F301.2,"[公共软件服务, 国家行政机构]"
5358,"[F830.9, O212.1]",社会人文科学研究与试验发展
5359,F832.42,社会人文科学研究与试验发展
5360,F291,社会人文科学研究与试验发展
5361,"[F590.7, F592.7]",社会人文科学研究与试验发展
5362,F719,社会人文科学研究与试验发展
5363,F301.2,"[其他房地产活动, 社会人文科学研究与试验发展]"
5364,F127,社会人文科学研究与试验发展
5365,F830.49,公共软件服务
5366,F241.4,"[公共软件服务, 社会保障业]"
5367,F407.7,社会人文科学研究与试验发展
5368,F592.7,社会人文科学研究与试验发展
5369,F016,工程和技术研究与试验发展
5370,"[TP311.13, F724.6]","[工程和技术研究与试验发展, 公共软件服务]"
5371,F127,社会人文科学研究与试验发展
5372,F253.9,公共软件服务
5373,"[TN915.5, F830.46]","[公共软件服务, 电子计算机制造]"
5374,"[F592.7, F592.99]","[水果、坚果、饮料和香料作物的种植, 旅行社]"
5375,F832,社会人文科学研究与试验发展
5376,F276.3,社会人文科学研究与试验发展
5377,F323.211,"[农业服务业, 其他水利管理]"
5378,F424.3,科技中介服务
5379,F270.3,社会人文科学研究与试验发展
5380,F273,社会人文科学研究与试验发展
5381,F276.3,社会人文科学研究与试验发展
5382,F832.5,"[公共软件服务, 国家行政机构]"
5383,"[F291, TP319]","[社会人文科学研究与试验发展, 公共软件服务]"
5384,"[F273, P208]",公共软件服务
5385,F306.3,农业服务业
5386,F127,社会人文科学研究与试验发展
5387,"[G526.3, F273.1]",社会人文科学研究与试验发展
5388,"[C812, F426.9]",社会人文科学研究与试验发展
5389,F719,咨询与调查
5390,F273.2,社会人文科学研究与试验发展
5391,F427,社会人文科学研究与试验发展
5392,"[TP309.3, F832.5]",公共软件服务
5393,F424.3,公共软件服务
5394,F530.4,社会人文科学研究与试验发展
5395,F253.9,公共软件服务
5396,F626.12,社会人文科学研究与试验发展
5397,F840.684,"[公共软件服务, 社会保障业]"
5398,"[F273, TP319]",公共软件服务
5399,"[TP392, F719.2]","[公共软件服务, 旅游饭店]"
5400,"[F812.3, F224.5]",社会人文科学研究与试验发展
5401,F127,社会人文科学研究与试验发展
5402,F307.3,社会人文科学研究与试验发展
5403,F326.25,社会人文科学研究与试验发展
5404,F270,社会人文科学研究与试验发展
5405,F304.4,社会人文科学研究与试验发展
5406,F253.9,社会人文科学研究与试验发展
5407,F273,社会人文科学研究与试验发展
5408,F407.81,社会人文科学研究与试验发展
5409,F407.21,社会人文科学研究与试验发展
5410,F253.4,其他仓储
5411,F301.2,"[测绘服务, 其他房地产活动]"
5412,F241.4,社会人文科学研究与试验发展
5413,"[R994.4, F752.658.2]","[工程和技术研究与试验发展, 技术检测]"
5414,F252,其他商务服务
5415,F290,社会人文科学研究与试验发展
5416,F253.4,其他仓储
5417,"[G526.3, F273.1]",社会人文科学研究与试验发展
5418,F273.2,社会人文科学研究与试验发展
5419,F273,社会人文科学研究与试验发展
5420,F407.81,社会人文科学研究与试验发展
5421,"[TP393.18, F274]",公共软件服务
5422,F253.9,社会人文科学研究与试验发展
5423,F127,社会人文科学研究与试验发展
5424,"[C812, F426.9]",社会人文科学研究与试验发展
5425,F127,社会人文科学研究与试验发展
5426,F273,公共软件服务
5427,F301.2,"[测绘服务, 其他房地产活动]"
5428,F241.4,社会人文科学研究与试验发展
5429,F626.12,社会人文科学研究与试验发展
5430,F840.684,"[公共软件服务, 社会保障业]"
5431,F252,其他商务服务
5432,F407.21,社会人文科学研究与试验发展
5433,F307.3,社会人文科学研究与试验发展
5434,F270,社会人文科学研究与试验发展
5435,F304.4,社会人文科学研究与试验发展
5436,F830.91,社会人文科学研究与试验发展
5437,F327,社会人文科学研究与试验发展
5438,"[F273, TP319]",公共软件服务
5439,F274,公共软件服务
5440,"[F832.4, F832.5]",社会人文科学研究与试验发展
5441,F276.3,公共软件服务
5442,F253.9,社会人文科学研究与试验发展
5443,F812.45,社会人文科学研究与试验发展
5444,"[R318.08, F273.1]",专用化学产品制造
5445,"[TP392, F252]",公共软件服务
5446,F766,社会人文科学研究与试验发展
5447,F127,社会人文科学研究与试验发展
5448,"[F740.43, F752.654.1]",技术检测
5449,"[TP391.78, F274]",社会人文科学研究与试验发展
5450,F713.36,公共软件服务
5451,F403,社会人文科学研究与试验发展
5452,"[TP301.6, F724.6, F830.46]",公共软件服务
5453,F327,社会人文科学研究与试验发展
5454,F273.7,社会人文科学研究与试验发展
5455,"[F206, TK018]",社会人文科学研究与试验发展
5456,F252,社会人文科学研究与试验发展
5457,F274,公共软件服务
5458,F719,社会人文科学研究与试验发展
5459,F403,社会人文科学研究与试验发展
5460,"[F204, F224.5, TP393.093]","[公共软件服务, 科技中介服务]"
5461,F230,社会人文科学研究与试验发展
5462,F752.658.1,社会人文科学研究与试验发展
5463,"[F271, F279.27]",社会人文科学研究与试验发展
5464,"[F592.7, F592.99]","[水果、坚果、饮料和香料作物的种植, 旅行社]"
5465,F293.33,社会人文科学研究与试验发展
5466,"[F590.7, F592.7]",社会人文科学研究与试验发展
5467,"[TN915.5, F830.46]","[公共软件服务, 电子计算机制造]"
5468,F832.4,"[咨询与调查, 其他教育]"
5469,F301.21,"[农业服务业, 公共软件服务]"
5470,F253.9,公共软件服务
5471,F224.33,工程技术与规划管理
5472,"[C975, F241.4]",社会人文科学研究与试验发展
5473,F273.2,工程和技术研究与试验发展
5474,F403,社会人文科学研究与试验发展
5475,F252,公共软件服务
5476,F293.33,社会人文科学研究与试验发展
5477,F273,社会人文科学研究与试验发展
5478,F590.7,社会人文科学研究与试验发展
5479,F301.24,"[其他房地产活动, 专用仪器仪表制造]"
5480,F253.4,"[其他仓储, 起重运输设备制造]"
5481,F512.3,公共软件服务
5482,"[F592.3, F592.7]",社会人文科学研究与试验发展
5483,F407.471,社会人文科学研究与试验发展
5484,F303.2,"[社会人文科学研究与试验发展, 技术推广服务]"
5485,"[F124.3, F127]",社会人文科学研究与试验发展
5486,F842.62,公共软件服务
5487,"[F270.7, F425.14]",电力供应
5488,"[TP391.78, F204, G311]",公共软件服务
5489,"[F271, F426.21]",社会人文科学研究与试验发展
5490,F327,社会人文科学研究与试验发展
5491,F127,社会人文科学研究与试验发展
5492,F273,社会人文科学研究与试验发展
5493,F407.22,社会人文科学研究与试验发展
5494,"[F204, G311]",社会人文科学研究与试验发展
5495,"[U469.72, F426.471]",社会人文科学研究与试验发展
5496,"[R197.1, F842.684]",社会人文科学研究与试验发展
5497,F293.2,社会人文科学研究与试验发展
5498,F275.3,社会人文科学研究与试验发展
5499,F832,社会人文科学研究与试验发展
5500,F592.7,社会人文科学研究与试验发展
5501,"[TP311.13, F724.6]","[工程和技术研究与试验发展, 公共软件服务]"
5502,F016,工程和技术研究与试验发展
5503,F127,社会人文科学研究与试验发展
5504,F291,社会人文科学研究与试验发展
5505,F719,社会人文科学研究与试验发展
5506,F127,社会人文科学研究与试验发展
5507,F270.7,公共软件服务
5508,F253.9,公共软件服务
5509,F270.7,公共软件服务
5510,"[F272, F276.3]",社会人文科学研究与试验发展
5511,"[F273, TP319]",公共软件服务
5512,"[F204, G322.0]",社会人文科学研究与试验发展
5513,F275.3,"[社会人文科学研究与试验发展, 工程技术与规划管理]"
5514,"[TS941, F270.7]",公共软件服务
5515,"[F812.43, D412.67]",公共软件服务
5516,F512.3,公共软件服务
5517,F273.2,工程和技术研究与试验发展
5518,"[F592.3, F592.7]",社会人文科学研究与试验发展
5519,F407.471,社会人文科学研究与试验发展
5520,F303.2,"[社会人文科学研究与试验发展, 技术推广服务]"
5521,"[R197.1, F842.684]",社会人文科学研究与试验发展
5522,"[U469.72, F426.471]",社会人文科学研究与试验发展
5523,F293.2,社会人文科学研究与试验发展
5524,F253.9,公共软件服务
5525,F275.3,社会人文科学研究与试验发展
5526,F830.9,社会人文科学研究与试验发展
5527,F303,社会人文科学研究与试验发展
5528,F424,社会人文科学研究与试验发展
5529,"[F327, F303.3]",技术推广服务
5530,F303.4,社会人文科学研究与试验发展
5531,F23,社会人文科学研究与试验发展
5532,F127,社会人文科学研究与试验发展
5533,F830.59,社会人文科学研究与试验发展
5534,F405,社会人文科学研究与试验发展
5535,F276.1,社会人文科学研究与试验发展
5536,"[V271.1, F562.5]","[工程和技术研究与试验发展, 公共软件服务]"
5537,F291,社会人文科学研究与试验发展
5538,F752.55,社会人文科学研究与试验发展
5539,"[P942, F127, G237.4]",其它科技服务
5540,F253.7,社会人文科学研究与试验发展
5541,F723.55,社会人文科学研究与试验发展
5542,F303,社会人文科学研究与试验发展
5543,F832.5,公共软件服务
5544,F323.211,"[社会人文科学研究与试验发展, 农业服务业]"
5545,F253.9,其他仓储
5546,F592.7,社会人文科学研究与试验发展
5547,F303.3,社会人文科学研究与试验发展
5548,F253.9,公共软件服务
5549,F719,社会人文科学研究与试验发展
5550,F512.7,"[社会人文科学研究与试验发展, 工程技术与规划管理]"
5551,F830.91,"[社会人文科学研究与试验发展, 证券投资]"
5552,F291,社会人文科学研究与试验发展
5553,"[F271, F270.7]",社会人文科学研究与试验发展
5554,F270.7,公共软件服务
5555,"[TP311.5, F49]",公共软件服务
5556,F301.24,"[地质勘查技术服务, 测绘服务]"
5557,"[F592.7, TP393.09]","[社会人文科学研究与试验发展, 公共软件服务]"
5558,F301.2,"[公共软件服务, 测绘服务]"
5559,"[TP393.02, TP391.78, F293]",公共软件服务
5560,F403,社会人文科学研究与试验发展
5561,"[F425.2, F425.5]",社会人文科学研究与试验发展
5562,"[F724.6, F724.1, TP319]",公共软件服务
5563,F562.3,"[水上运输辅助活动, 起重运输设备制造]"
5564,F120.4,社会人文科学研究与试验发展
5565,F301.24,社会人文科学研究与试验发展
5566,F832.33,社会人文科学研究与试验发展
5567,F303.3,"[社会人文科学研究与试验发展, 公共软件服务]"
5568,F127,社会人文科学研究与试验发展
5569,F320.2,社会人文科学研究与试验发展
5570,"[TP391.78, F425.15]",公共软件服务
5571,F273.2,社会人文科学研究与试验发展
5572,F301.21,测绘服务
5573,F241.4,社会人文科学研究与试验发展
5574,F273,社会人文科学研究与试验发展
5575,"[TN948.63, F204, F224.5]","[公共软件服务, 通信设备制造]"
5576,F127,社会人文科学研究与试验发展
5577,F127,社会人文科学研究与试验发展
5578,F291.3,社会人文科学研究与试验发展
5579,F293.2,"[公共软件服务, 国家行政机构]"
5580,F301.3,社会人文科学研究与试验发展
5581,F252,社会人文科学研究与试验发展
5582,"[TP392, F425.2, F426.61]",公共软件服务
5583,F326.24,社会人文科学研究与试验发展
5584,F327,社会人文科学研究与试验发展
5585,F830.9,社会人文科学研究与试验发展
5586,F713.36,公共软件服务
5587,F427,社会人文科学研究与试验发展
5588,F120.4,社会人文科学研究与试验发展
5589,F253.2,社会人文科学研究与试验发展
5590,"[F592.6, F592.7]",游览景区管理
5591,F713.53,"[社会人文科学研究与试验发展, 其他专业技术服务]"
5592,"[TP319, F272.92]",公共软件服务
5593,F270,"[工程和技术研究与试验发展, 社会人文科学研究与试验发展]"
5594,F301.2,社会人文科学研究与试验发展
5595,F540.5,"[工程和技术研究与试验发展, 社会人文科学研究与试验发展]"
5596,F403,社会人文科学研究与试验发展
5597,F830.91,"[社会人文科学研究与试验发展, 证券投资]"
5598,F127,社会人文科学研究与试验发展
5599,F273,社会人文科学研究与试验发展
5600,F723.55,社会人文科学研究与试验发展
5601,"[F204, G322.0]",社会人文科学研究与试验发展
5602,F275.3,"[社会人文科学研究与试验发展, 工程技术与规划管理]"
5603,"[F812.43, D412.67]",公共软件服务
5604,F270.7,社会人文科学研究与试验发展
5605,F291,社会人文科学研究与试验发展
5606,F301.24,社会人文科学研究与试验发展
5607,F752.55,社会人文科学研究与试验发展
5608,F427,社会人文科学研究与试验发展
5609,F127,社会人文科学研究与试验发展
5610,"[V271.1, F562.5]","[工程和技术研究与试验发展, 公共软件服务]"
5611,F592.7,社会人文科学研究与试验发展
5612,F273.2,"[社会人文科学研究与试验发展, 公共软件服务]"
5613,"[P208, P285.23, F301.2]",测绘服务
5614,F403,社会人文科学研究与试验发展
5615,F832.5,"[公共软件服务, 证券经纪与交易]"
5616,"[F830.46, F832.21]","[公共软件服务, 商业银行]"
5617,"[R742.1, R741.05, F407.7]","[医学研究与试验发展, 医院]"
5618,"[F273, TP319]",公共软件服务
5619,F812.3,社会人文科学研究与试验发展
5620,F124.3,社会人文科学研究与试验发展
5621,F323.211,"[农业服务业, 其他房地产活动]"
5622,F291,社会人文科学研究与试验发展
5623,F127,社会人文科学研究与试验发展
5624,"[TS941, F270.7]",公共软件服务
5625,F127,社会人文科学研究与试验发展
5626,F276.44,社会人文科学研究与试验发展
5627,F542.3,社会人文科学研究与试验发展
5628,"[TP319, F274]",公共软件服务
5629,F272.9,社会人文科学研究与试验发展
5630,F532.6,工程和技术研究与试验发展
5631,"[F724.6, TP393.18]",社会人文科学研究与试验发展
5632,F618.3,公共软件服务
5633,F291,社会人文科学研究与试验发展
5634,F273.2,社会人文科学研究与试验发展
5635,F127,社会人文科学研究与试验发展
5636,F406.1,社会人文科学研究与试验发展
5637,F270.7,公共软件服务
5638,F273.2,其他专业技术服务
5639,F327,社会人文科学研究与试验发展
5640,"[F832.35, F830.46]",商业银行
5641,F614,"[公共软件服务, 国家邮政]"
5642,F424.3,社会人文科学研究与试验发展
5643,F713.36,公共软件服务
5644,"[TP315, F270.7]",公共软件服务
5645,F270.7,公共软件服务
5646,F323.211,"[林业服务业, 社会人文科学研究与试验发展]"
5647,F403.7,社会人文科学研究与试验发展
5648,"[TP391.44, F253.4]","[电子计算机制造, 公共软件服务]"
5649,F301.2,社会人文科学研究与试验发展
5650,"[F273.2, TP319]",公共软件服务
5651,"[F301.24, TP392]","[公共软件服务, 其他房地产活动]"
5652,F424.7,社会人文科学研究与试验发展
5653,F127,社会人文科学研究与试验发展
5654,F618.3,邮政储蓄
5655,F320.3,"[社会人文科学研究与试验发展, 工程技术与规划管理]"
5656,F127,社会人文科学研究与试验发展
5657,F253.9,公共软件服务
5658,F614,公共软件服务
5659,F270.7,公共软件服务
5660,"[TP391.78, F301.2]","[公共软件服务, 工程技术与规划管理]"
5661,F127,社会人文科学研究与试验发展
5662,F291,社会人文科学研究与试验发展
5663,F49,社会人文科学研究与试验发展
5664,F124.3,社会人文科学研究与试验发展
5665,"[F752, TP393.4]",公共软件服务
5666,"[TP391.41, F840.67]",公共软件服务
5667,"[TP317.1, F812.42]",公共软件服务
5668,"[TP319, F830.9]",公共软件服务
5669,F424.3,社会人文科学研究与试验发展
5670,F301.22,"[其他房地产活动, 公共软件服务]"
5671,F239.1,公共软件服务
5672,F301.21,农业科学研究与试验发展
5673,F204,社会人文科学研究与试验发展
5674,"[F532.3, U215.1]","[社会人文科学研究与试验发展, 工程技术与规划管理]"
5675,"[TN43, F842.61]","[电子器件制造, 电子计算机制造]"
5676,F623,通信设备制造
5677,"[TU984.113, F301.23]","[工程和技术研究与试验发展, 工程技术与规划管理]"
5678,F291,社会人文科学研究与试验发展
5679,"[TP392, F293.35]","[公共软件服务, 测绘服务]"
5680,"[F426.471, F425.3]",社会人文科学研究与试验发展
5681,F326.3,社会人文科学研究与试验发展
5682,F276.5,社会人文科学研究与试验发展
5683,F49,社会人文科学研究与试验发展
5684,F424.7,社会人文科学研究与试验发展
5685,F273.4,公共软件服务
5686,F303.4,社会人文科学研究与试验发展
5687,F301.2,社会人文科学研究与试验发展
5688,F416.81,社会人文科学研究与试验发展
5689,F291,社会人文科学研究与试验发展
5690,"[F316.25, S126]",公共软件服务
5691,F127,社会人文科学研究与试验发展
5692,F307.3,社会人文科学研究与试验发展
5693,F276.44,公共软件服务
5694,F239.1,"[公共软件服务, 咨询与调查]"
5695,F301.3,"[其他房地产活动, 国家行政机构]"
5696,"[TP315, F724.6, F405]",公共软件服务
5697,F127,社会人文科学研究与试验发展
5698,F127.8,社会人文科学研究与试验发展
5699,"[TP391.78, F301.2]","[公共软件服务, 工程技术与规划管理]"
5700,F127,社会人文科学研究与试验发展
5701,"[F301.3, P208]",国家行政机构
5702,"[TP319, F830.49]",社会人文科学研究与试验发展
5703,F270.7,公共软件服务
5704,"[F830.49, TN915]","[公共软件服务, 文化、办公用机械制造]"
5705,"[F614, G434]",其他教育
5706,F290,社会人文科学研究与试验发展
5707,F291,社会人文科学研究与试验发展
5708,"[R972.4, F407.7]",医院
5709,F614,"[公共软件服务, 邮政储蓄]"
5710,F276.44,社会人文科学研究与试验发展
5711,F270.7,社会人文科学研究与试验发展
5712,"[TP319, F270.7]","[公共软件服务, 技术检测]"
5713,"[F326.1, F327]","[社会人文科学研究与试验发展, 农业服务业]"
5714,F614,社会人文科学研究与试验发展
5715,F301.24,"[工程技术与规划管理, 其他房地产活动]"
5716,"[TP319, F273]",公共软件服务
5717,F252,社会人文科学研究与试验发展
5718,F294,社会人文科学研究与试验发展
5719,F253.9,"[公共软件服务, 中央银行]"
5720,F127,社会人文科学研究与试验发展
5721,"[TP391.9, F274, F273]","[工程和技术研究与试验发展, 公共软件服务]"
5722,"[S29, F301.2]","[其他房地产活动, 测绘服务]"
5723,F127,社会人文科学研究与试验发展
5724,F592.3,社会人文科学研究与试验发展
5725,F301.3,房地产中介服务
5726,F503,社会人文科学研究与试验发展
5727,F127,社会人文科学研究与试验发展
5728,F239.47,社会人文科学研究与试验发展
5729,"[F762.606, TS254.7]",社会人文科学研究与试验发展
5730,F049,社会人文科学研究与试验发展
5731,"[F301.2, TP392]","[测绘服务, 公共软件服务]"
5732,F424.3,社会人文科学研究与试验发展
5733,F276.3,"[公共软件服务, 科技中介服务]"
5734,F713.584,"[社会人文科学研究与试验发展, 科技中介服务]"
5735,F253.9,"[公共软件服务, 其他商务服务]"
5736,F618.3,公共软件服务
5737,"[TP317.1, F270.7]",公共软件服务
5738,F270.7,社会人文科学研究与试验发展
5739,"[TP319, F270.7]",公共软件服务
5740,"[TP319, F274]",公共软件服务
5741,F127,社会人文科学研究与试验发展
5742,F270,社会人文科学研究与试验发展
5743,F253.9,公共软件服务
5744,"[F251, TP316]",公共软件服务
5745,F253.9,公共软件服务
5746,F252,"[工程技术与规划管理, 公共软件服务]"
5747,F252,社会人文科学研究与试验发展
5748,F618,公共软件服务
5749,F241.4,社会人文科学研究与试验发展
5750,F204,社会人文科学研究与试验发展
5751,F830.5,社会人文科学研究与试验发展
5752,F127,社会人文科学研究与试验发展
5753,F540.5,社会人文科学研究与试验发展
5754,"[F127, P208]","[公共软件服务, 测绘服务]"
5755,F276.44,社会人文科学研究与试验发展
5756,F303.3,"[公共软件服务, 农业服务业]"
5757,F407.7,社会人文科学研究与试验发展
5758,F407.21,社会人文科学研究与试验发展
5759,F307.3,"[畜牧服务业, 国家行政机构]"
5760,F592.7,社会人文科学研究与试验发展
5761,"[F832.59, F840.684]",社会人文科学研究与试验发展
5762,F127,社会人文科学研究与试验发展
5763,F540.5,"[社会人文科学研究与试验发展, 道路运输辅助活动]"
5764,F303.3,"[公共软件服务, 农业服务业]"
5765,"[F061.3, F425.2]",社会人文科学研究与试验发展
5766,F323.3,社会人文科学研究与试验发展
5767,"[F273, TP319]","[公共软件服务, 专用仪器仪表制造]"
5768,F407.61,社会人文科学研究与试验发展
5769,"[O241.82, F830.91]",自然科学研究与试验发展
5770,"[F616.3, TP315]",公共软件服务
5771,F127,社会人文科学研究与试验发展
5772,F252,社会人文科学研究与试验发展
5773,"[TP391.44, F760.2]",公共软件服务
5774,"[TK018, F426.21]","[工程和技术研究与试验发展, 社会人文科学研究与试验发展]"
5775,F113.3,社会人文科学研究与试验发展
5776,F592.6,公共软件服务
5777,F301.24,"[地质勘查技术服务, 农业服务业]"
5778,F273,社会人文科学研究与试验发展
5779,F127,社会人文科学研究与试验发展
5780,F616.3,公共软件服务
5781,F424.2,社会人文科学研究与试验发展
5782,F403,社会人文科学研究与试验发展
5783,F830.94,社会人文科学研究与试验发展
5784,F407.3,社会人文科学研究与试验发展
5785,"[TP393.02, F270.7]",公共软件服务
5786,F301.24,社会人文科学研究与试验发展
5787,"[TS201.6, F760.6]","[工程和技术研究与试验发展, 技术检测]"
5788,"[TP315, F274]",公共软件服务
5789,"[TP391.9, F592.99]",公共软件服务
5790,F752.67,社会人文科学研究与试验发展
5791,"[TP391.9, F274]",公共软件服务
5792,F562.8,航空客货运输
5793,F240,社会人文科学研究与试验发展
5794,F303.3,社会人文科学研究与试验发展
5795,F590.6,社会人文科学研究与试验发展
5796,F293.3,社会人文科学研究与试验发展
5797,"[TM63, TM77, F426.61]","[输配电及控制设备制造, 企业管理服务]"
5798,F293.31,"[社会人文科学研究与试验发展, 社会保障业]"
5799,F127,社会人文科学研究与试验发展
5800,F253.4,公共软件服务
5801,F061.2,社会人文科学研究与试验发展
5802,F832.35,社会人文科学研究与试验发展
5803,F276.3,社会人文科学研究与试验发展
5804,F231.5,社会人文科学研究与试验发展
5805,F273.2,社会人文科学研究与试验发展
5806,"[F552, F293]",社会人文科学研究与试验发展
5807,F618.3,公共软件服务
5808,F713.36,公共软件服务
5809,"[TP315, F832.2]","[公共软件服务, 商业银行]"
5810,F540.5,社会人文科学研究与试验发展
5811,F416.82,"[社会人文科学研究与试验发展, 工程和技术研究与试验发展]"
5812,F832.5,社会人文科学研究与试验发展
5813,F614,公共软件服务
5814,"[TP317.1, F270.7]",公共软件服务
5815,F127,社会人文科学研究与试验发展
5816,F812.42,公共软件服务
5817,F273,社会人文科学研究与试验发展
5818,F719,社会人文科学研究与试验发展
5819,"[U465.11, F253.4]",公共软件服务
5820,F293.3,社会人文科学研究与试验发展
5821,F241.4,社会人文科学研究与试验发展
5822,"[TP319, F270.7]",公共软件服务
5823,F326.37,"[社会人文科学研究与试验发展, 农业服务业]"
5824,F127,社会人文科学研究与试验发展
5825,F303.3,社会人文科学研究与试验发展
5826,F293.35,"[公共软件服务, 其他房地产活动]"
5827,F291,社会人文科学研究与试验发展
5828,"[F270.7, F275.1, F276.6]",公共软件服务
5829,F270.7,社会人文科学研究与试验发展
5830,F253.9,公共软件服务
5831,"[F614, F618]",社会人文科学研究与试验发展
5832,F618,公共软件服务
5833,"[TP319, F274]",公共软件服务
5834,F421,社会人文科学研究与试验发展
5835,F252,"[工程技术与规划管理, 公共软件服务]"
5836,F618,公共软件服务
5837,F241.4,社会人文科学研究与试验发展
5838,F204,社会人文科学研究与试验发展
5839,F830.5,社会人文科学研究与试验发展
5840,F253.9,公共软件服务
5841,F273,公共软件服务
5842,F618.3,公共软件服务
5843,F623,电信
5844,F293.3,社会人文科学研究与试验发展
5845,F253.9,"[通信设备制造, 公共软件服务]"
5846,"[F425.3, F766.02]","[社会人文科学研究与试验发展, 技术检测]"
5847,F127,社会人文科学研究与试验发展
5848,F127,社会人文科学研究与试验发展
5849,F270,社会人文科学研究与试验发展
5850,"[TP319, F716]",公共软件服务
5851,F124.3,社会人文科学研究与试验发展
5852,"[F251, TP316]",公共软件服务
5853,"[TP315, F211]",公共软件服务
5854,"[TP319, F062.3]",公共软件服务
5855,"[F253.4, TP319]",公共软件服务
5856,F303,社会人文科学研究与试验发展
5857,F127,社会人文科学研究与试验发展
5858,F204,社会人文科学研究与试验发展
5859,F614,公共软件服务
5860,F832,社会人文科学研究与试验发展
5861,F301.2,社会人文科学研究与试验发展
5862,"[TP391.78, F253.4]","[公共软件服务, 其他仓储]"
5863,F592.7,"[工程和技术研究与试验发展, 社会人文科学研究与试验发展]"
5864,F303,社会人文科学研究与试验发展
5865,"[F253.9, U691.1]",公共软件服务
5866,F416.86,社会人文科学研究与试验发展
5867,F293.33,公共软件服务
5868,"[TP311.5, F270.7]",公共软件服务
5869,F611,"[工程和技术研究与试验发展, 铁路货物运输]"
5870,F307.3,社会人文科学研究与试验发展
5871,"[F253.4, TP319]",公共软件服务
5872,"[F592.7, TP303.09]",公共软件服务
5873,F590.7,社会人文科学研究与试验发展
5874,F127,社会人文科学研究与试验发展
5875,F303.3,"[公共软件服务, 农业服务业]"
5876,"[TP317.1, F239.1]",公共软件服务
5877,F291,"[社会人文科学研究与试验发展, 工程技术与规划管理]"
5878,"[F832.59, TP391.7]",公共软件服务
5879,F326.5,社会人文科学研究与试验发展
5880,F270,其他专业技术服务
5881,"[F241.4, C975]",社会人文科学研究与试验发展
5882,"[F840.684, F241.4]","[社会人文科学研究与试验发展, 社会保障业]"
5883,"[TP392, F301.21]","[公共软件服务, 农业服务业]"
5884,F303.3,"[公共软件服务, 科技中介服务]"
5885,F252.1,其他仓储
5886,F270.7,公共软件服务
5887,"[F503, F127]","[道路货物运输, 工程技术与规划管理]"
5888,F49,社会人文科学研究与试验发展
5889,F127,社会人文科学研究与试验发展
5890,"[TP319, F830.9]",公共软件服务
5891,F301.2,社会人文科学研究与试验发展
5892,F424.3,社会人文科学研究与试验发展
5893,F49,社会人文科学研究与试验发展
5894,"[TP391.41, F840.67]",公共软件服务
5895,"[TP317.1, F812.42]",公共软件服务
5896,F291,社会人文科学研究与试验发展
5897,F279.27,社会人文科学研究与试验发展
5898,"[F249.27, F127]",社会人文科学研究与试验发展
5899,F127,社会人文科学研究与试验发展
5900,"[F752, TP393.4]",公共软件服务
5901,F124.3,社会人文科学研究与试验发展
5902,F253.9,工程和技术研究与试验发展
5903,F253.4,社会人文科学研究与试验发展
5904,F276,社会人文科学研究与试验发展
5905,F303.3,社会人文科学研究与试验发展
5906,F719,社会人文科学研究与试验发展
5907,F301.3,社会人文科学研究与试验发展
5908,F303.3,"[科技中介服务, 农业服务业]"
5909,F253.9,公共软件服务
5910,F590.7,社会人文科学研究与试验发展
5911,"[F323.1, F327]",社会人文科学研究与试验发展
5912,F273.2,社会人文科学研究与试验发展
5913,"[TP319, F253.9]",公共软件服务
5914,F424.3,社会人文科学研究与试验发展
5915,F303.3,技术推广服务
5916,"[F616.3, F618]",国家邮政
5917,F127,社会人文科学研究与试验发展
5918,F276.3,公共软件服务
5919,F253.9,"[公共软件服务, 其他商务服务]"
5920,"[TP392, F253]",公共软件服务
